line,line_dist_km,bathy_m
76.7,219.54,4155.9
76.7,221.54,4148.9
76.7,223.54,4164.8
76.7,225.53,4176.6
76.7,227.53,4167.5
76.7,229.53,4177.1
76.7,231.53,4204.8
76.7,233.53,4209.3
76.7,235.53,4187.9
76.7,237.53,4215.7
76.7,239.53,4224
76.7,241.52,4241.6
76.7,243.52,4238.1
76.7,245.52,4235.7
76.7,247.52,4261.6
76.7,249.52,4283
76.7,251.52,4297.7
76.7,253.52,4316.4
76.7,255.52,4328.4
76.7,257.52,4342.1
76.7,259.51,4355.3
76.7,261.51,4282
76.7,263.51,4340.5
76.7,265.51,4389.4
76.7,267.51,4399.7
76.7,269.51,4408.3
76.7,271.51,4406.3
76.7,273.51,4411.9
76.7,275.51,4400.5
76.7,277.5,4388.5
76.7,279.5,4414.9
76.7,281.5,4418.4
76.7,283.5,4461.2
76.7,285.5,4489
76.7,287.5,4488.5
76.7,289.5,4485.9
76.7,291.5,4481.8
76.7,293.49,4452.1
76.7,295.49,4305.6
76.7,297.49,4220.6
76.7,299.49,4117.2
76.7,301.49,4009.7
76.7,303.49,3963.5
76.7,305.49,4038.3
76.7,307.49,4293.2
76.7,309.49,4440.4
76.7,311.48,4424.2
76.7,313.48,4367.8
76.7,315.48,4235.2
76.7,317.48,4199.7
76.7,319.48,4251
76.7,321.48,4206.8
76.7,323.48,4271.8
76.7,325.48,4256.7
76.7,327.47,4352.9
76.7,329.47,4361.3
76.7,331.47,4211
76.7,333.47,4148.1
76.7,335.47,4249.9
76.7,337.47,4432.7
76.7,339.47,4569.6
76.7,341.47,4564.4
76.7,343.46,4225.7
76.7,345.46,4070.7
76.7,347.46,4113.8
76.7,349.46,4127.4
76.7,351.46,4249.2
76.7,353.46,4334.8
76.7,355.46,4329
76.7,357.46,4235
76.7,359.45,4158.2
76.7,361.45,4165.2
76.7,363.45,4266.2
76.7,365.45,4415.3
76.7,367.45,4426.7
76.7,369.45,4342
76.7,371.45,4419.5
76.7,373.45,4371.3
76.7,375.44,4284
76.7,377.44,4205.8
76.7,379.44,4169.3
76.7,381.44,4182.6
76.7,383.44,4247.1
76.7,385.44,4413.3
76.7,387.44,4513.4
76.7,389.44,4559.8
80,0,186.4
80,1.99,214.3
80,3.98,229.2
80,5.97,243.7
80,7.96,246.1
80,9.95,242.8
80,11.94,253.1
80,13.92,265.8
80,15.91,272.9
80,17.9,274.7
80,19.89,265.5
80,21.88,248.4
80,23.87,216.9
80,25.86,188
80,27.85,160.4
80,29.84,102.3
80,31.83,85.1
80,33.82,84.3
80,35.81,89.7
80,37.8,95.1
80,39.77,138.3
80,41.75,192
80,43.73,224.3
80,45.71,273.9
80,47.68,307.5
80,49.66,349.8
80,51.64,383.4
80,53.61,431.9
80,55.59,453.7
80,57.57,489.1
80,59.55,538.3
80,61.52,578
80,63.5,633
80,65.48,676.9
80,67.46,712.4
80,69.43,730.3
80,71.41,800.8
80,73.34,786.2
80,75.26,811.1
80,77.19,830.3
80,79.12,849.8
80,81.04,872.9
80,82.97,895.8
80,84.9,921.1
80,86.82,945.6
80,88.75,954
80,90.67,954.8
80,92.6,975.5
80,94.53,1008.7
80,96.45,1105.7
80,98.38,1450.3
80,100.31,1810.9
80,102.23,1970.4
80,104.16,1987.5
80,106.09,2092.1
80,108.01,2183
80,109.94,2294.5
80,111.86,2393.9
80,113.79,2531.5
80,115.72,2643.4
80,117.64,2810.1
80,119.6,2977.9
80,121.57,3071.5
80,123.53,3069.1
80,125.49,3205
80,127.45,3261
80,129.41,3153.6
80,131.37,3035.1
80,133.33,3049.5
80,135.29,3174.9
80,137.26,3176.4
80,139.22,3251.2
80,141.18,3275.1
80,143.14,3336.6
80,145.1,3361.7
80,147.06,3398
80,149.02,3423
80,150.99,3439.8
80,152.95,3469
80,154.91,3473.6
80,156.87,3482.4
80,158.83,3489
80,160.79,3494.6
80,162.75,3517.1
80,164.71,3518.3
80,166.68,3514.8
80,168.64,3542.7
80,170.6,3563.6
80,172.56,3575.1
80,174.52,3580.3
80,176.48,3582
80,178.44,3594.3
80,180.4,3620.4
80,182.37,3637.8
80,184.36,3636.9
80,186.36,3659.8
80,188.36,3717.6
80,190.36,3745.7
80,192.36,3760.6
80,194.36,3778.4
80,196.36,3770.5
80,198.36,3732.4
80,200.36,3724.2
80,202.35,3719.4
80,204.35,3794.6
80,206.35,3811.6
80,208.35,3853.5
80,210.35,3879.1
80,212.35,3910.8
80,214.35,3919.5
80,216.35,3932.2
80,218.34,3952.6
80,220.34,3990.1
80,222.34,3994.2
80,224.34,3933.5
80,226.34,3952.8
80,228.34,4065.3
80,230.34,4082.8
80,232.34,4055.3
80,234.33,4031.4
80,236.33,4063.5
80,238.33,3969.3
80,240.33,3943.8
80,242.33,3917
80,244.33,3915.6
80,246.33,3915.7
80,248.33,3939.7
80,250.32,3964
80,252.32,3976.9
80,254.32,3958.4
80,256.32,3992.5
80,258.32,4028.3
80,260.32,4004
80,262.32,4063.6
80,264.32,4151.4
80,266.31,4181.7
80,268.31,4181.9
80,270.31,4213.6
80,272.31,4235.4
80,274.31,4164.9
80,276.31,4216.6
80,278.31,4238.9
80,280.31,4260.1
80,282.3,4178.1
80,284.3,4152.1
80,286.3,4114.8
80,288.3,4169.5
80,290.3,4216.3
80,292.3,4314.5
80,294.3,4298
80,296.3,4283.9
80,298.29,4295.5
80,300.29,4314
80,302.29,4324.3
80,304.29,4316.9
80,306.29,4319.1
80,308.29,4364.9
80,310.29,4309
80,312.29,4266
80,314.28,4256.2
80,316.28,4195.2
80,318.28,4166.9
80,320.28,4186.9
80,322.28,4201.4
80,324.28,4233.8
80,326.28,4209.9
80,328.28,4224.5
80,330.27,4241.7
80,332.27,4221.5
80,334.27,4221.1
80,336.27,4297.9
80,338.27,4240.7
80,340.27,4281.5
80,342.27,4259
80,344.26,4266.4
80,346.26,4241.6
80,348.26,4270.1
80,350.26,4281.2
80,352.26,4248
80,354.26,4269.2
80,356.26,4346.8
80,358.26,4352.9
80,360.25,4383.7
80,362.25,4314.6
80,364.25,4268.5
80,366.25,4245.4
80,368.25,4228.9
80,370.25,4042.8
80,372.25,3479.3
80,374.24,3531
80,376.24,4147
80,378.24,4322.6
80,380.24,4363.8
80,382.24,4439.1
80,384.24,4278.6
80,386.24,4377.1
80,388.24,4413.8
80,390.23,4394.8
80,392.23,4347.8
80,394.23,4339.9
80,396.23,4426.6
80,398.23,4471.5
80,400.23,4394.8
80,402.23,4391.3
80,404.22,4387.2
80,406.21,4378
80,408.19,4204
80,410.17,4195.7
80,412.16,4420.9
80,414.14,4440.9
80,416.12,4540.7
80,418.1,4389.8
80,420.09,4384
80,422.07,4494.4
80,424.05,4518.8
80,426.03,4447.5
80,428.02,4269.7
80,430,4400.1
80,431.98,4338.3
80,433.96,4334
80,435.95,4393
80,437.93,4400.8
80,439.91,4522.4
80,441.89,4350.4
80,443.88,4355.5
80,445.86,4391.5
80,447.84,4468.6
80,449.82,4358.4
80,451.81,4484.5
80,453.79,4366
80,455.77,4461.4
80,457.75,4424.6
80,459.74,4432.5
80,461.72,4410.1
80,463.7,4431.4
80,465.68,4474.5
80,467.67,4483.1
80,469.65,4542.9
80,471.63,4534.5
80,473.62,4573.8
80,475.6,4404.4
80,477.58,4467.5
80,479.56,4276.5
80,481.55,4352.4
80,483.53,4390.1
80,485.51,4474.7
80,487.49,4509.8
80,489.48,4448.9
80,491.46,4540.8
80,493.44,4428.5
80,495.42,4433.4
80,497.41,4374.3
80,499.39,4350.4
80,501.37,4397.4
80,503.35,4404.5
80,505.34,4364.1
80,507.32,4308.3
80,509.3,4262.5
80,511.28,4245.3
80,513.27,4291.3
80,515.25,4342.4
80,517.23,4382.8
80,519.21,4481.5
80,521.2,4470
80,523.18,4427.5
80,525.16,4327.2
80,527.14,4302.8
80,529.13,4291.2
80,531.11,4346.7
80,533.09,4366.1
80,535.07,4371.7
80,537.06,4366.5
80,539.04,4368.9
80,541.02,4365.7
80,543,4360.2
80,545,4354.1
80,547,4345.8
80,548.99,4321
80,550.99,4283.1
80,552.98,4255.9
80,554.98,4291.8
80,556.97,4377.6
80,558.97,4446.8
80,560.96,4479.4
80,562.96,4474.5
80,564.96,4463.3
80,566.95,4459.8
80,568.95,4465.6
80,570.94,4506.7
80,572.94,4511.2
80,574.93,4515.4
80,576.93,4393.3
80,578.92,4073.9
80,580.92,3781.1
80,582.91,3535.1
80,584.91,3293
80,586.91,3465.3
80,588.9,3967
80,590.9,4345.5
80,592.89,4469.7
80,594.89,4289.1
80,596.88,4117
80,598.88,4110.9
80,600.87,4231
80,602.87,4315.8
80,604.86,4274.3
80,606.86,4258
80,608.86,4210.5
80,610.85,4246.2
80,612.85,4265.8
80,614.84,4292.4
80,616.84,4301.4
80,618.83,4265.5
80,620.83,4273.7
80,622.82,4314.5
80,624.82,4297.8
80,626.81,4269.2
80,628.81,4216.5
80,630.81,4213.8
80,632.8,4116.2
80,634.8,4127.3
80,636.79,4285.6
80,638.79,4249.9
80,640.78,4219.9
80,642.78,4255
80,644.77,4004.9
80,646.77,3797.1
80,648.76,3381.1
80,650.76,2934.3
80,652.76,2519.7
80,654.75,2480.6
80,656.75,2714.2
80,658.74,2844.8
80,660.74,3313.8
80,662.73,3705.5
80,664.73,3941.9
80,666.72,3852.7
80,668.72,3920.8
80,670.71,3889.9
80,672.71,4126.7
80,674.71,3967.2
80,676.7,4065.3
80,678.7,4371.2
80,680.69,4492.1
80,682.69,4452
80,684.68,4309.2
80,686.68,4224.5
80,688.67,4180.6
80,690.67,4099.7
80,692.66,4009.4
80,694.66,3934.4
80,696.66,3852.6
80,698.65,3747.4
80,700.65,3623
80,702.64,3523.4
80,704.64,3428.6
80,706.64,3339.5
80,708.64,3221.3
80,710.64,3138.6
80,712.64,3081.8
80,714.64,3020.8
80,716.63,2959.5
80,718.63,2907.5
80,720.63,2871.9
80,722.63,2884.2
80,724.63,2917.1
80,726.63,2869.2
80,728.63,2807.8
80,730.63,2694.6
80,732.62,2998.8
80,734.62,3091.3
80,736.62,3136.8
80,738.62,3211.5
83.3,0,28.2
83.3,1.99,35.8
83.3,3.98,37.4
83.3,5.97,67.5
83.3,7.96,136.1
83.3,9.95,93.5
83.3,11.94,31.5
83.3,13.92,49.8
83.3,15.91,34.2
83.3,17.9,33.9
83.3,19.89,28.7
83.3,21.88,238.1
83.3,23.87,57.9
83.3,25.86,31.3
83.3,27.85,47.4
83.3,29.84,60.2
83.3,31.83,61.2
83.3,33.82,72.9
83.3,35.81,119.9
83.3,37.72,170.7
83.3,39.64,193.2
83.3,41.55,226.3
83.3,43.47,236.8
83.3,45.38,235.7
83.3,47.29,236.1
83.3,49.21,236.5
83.3,51.12,232.5
83.3,53.04,234.4
83.3,54.95,230.8
83.3,56.87,222.1
83.3,58.78,197
83.3,60.7,181
83.3,62.61,139.7
83.3,64.52,96.4
83.3,66.44,94
83.3,68.35,91.2
83.3,70.32,85.8
83.3,72.28,63.4
83.3,74.24,0
83.3,76.2,0
83.3,78.16,0
83.3,80.12,0
83.3,82.08,0
83.3,84.05,0
83.3,86.01,0
83.3,87.97,54.2
83.3,89.93,184.2
83.3,91.89,91.8
83.3,93.85,61.2
83.3,95.82,13.7
83.3,97.78,18.8
83.3,99.74,24.8
83.3,101.7,20.7
83.3,103.66,20.9
83.3,105.62,26.1
83.3,107.58,35.4
83.3,109.55,60.3
83.3,111.51,82.3
83.3,113.47,123.9
83.3,115.43,282.7
83.3,117.39,388
83.3,119.35,378.5
83.3,121.31,448.9
83.3,123.27,543.2
83.3,125.24,648.3
83.3,127.2,727.5
83.3,129.16,723.1
83.3,131.12,766.1
83.3,133.08,811.9
83.3,135.04,813.2
83.3,137,837.1
83.3,138.97,1103.3
83.3,140.93,1216.7
83.3,142.89,954.8
83.3,144.81,1219.1
83.3,146.73,1409.7
83.3,148.65,1225.1
83.3,150.58,1122
83.3,152.5,1054.7
83.3,154.42,959.4
83.3,156.34,1017.3
83.3,158.27,1174.5
83.3,160.19,1167.7
83.3,162.11,1179.7
83.3,164.03,1214.8
83.3,165.96,1238
83.3,167.88,967.1
83.3,169.8,1128.3
83.3,171.72,1108.5
83.3,173.64,1277.6
83.3,175.57,1453.9
83.3,177.49,1519.1
83.3,179.41,1291.6
83.3,181.33,1640.7
83.3,183.26,1930.5
83.3,185.18,2423.2
83.3,187.1,2892.9
83.3,189.02,3510.7
83.3,190.98,3557.9
83.3,192.95,3578.2
83.3,194.91,3577.3
83.3,196.87,3576.1
83.3,198.83,3577.8
83.3,200.79,3578.4
83.3,202.75,3565.2
83.3,204.71,3557
83.3,206.67,3530.2
83.3,208.64,3549.9
83.3,210.6,3554.9
83.3,212.56,3551.5
83.3,214.52,3560.7
83.3,216.48,3564.6
83.3,218.44,3568.6
83.3,220.4,3572.9
83.3,222.36,3555.8
83.3,224.32,3405.1
83.3,226.29,3595.2
83.3,228.25,3642.8
83.3,230.21,3718
83.3,232.17,3724.2
83.3,234.13,3728.4
83.3,236.09,3734
83.3,238.05,3738.1
83.3,240.01,3750.1
83.3,241.98,3753.7
83.3,243.94,3760.4
83.3,245.9,3757.8
83.3,247.86,3766
83.3,249.82,3777.6
83.3,251.78,3788.6
83.3,253.74,3802.4
83.3,255.74,3607.7
83.3,257.74,3703.6
83.3,259.74,3778.2
83.3,261.74,3890.3
83.3,263.74,3858.9
83.3,265.74,3861.2
83.3,267.73,3866.1
83.3,269.73,3880.6
83.3,271.73,3865.6
83.3,273.73,3903.4
83.3,275.73,3947.3
83.3,277.73,3955.1
83.3,279.73,3962.7
83.3,281.72,3967.2
83.3,283.72,3973.9
83.3,285.72,3981.8
83.3,287.72,3990.7
83.3,289.72,4000.1
83.3,291.72,4012.6
83.3,293.72,4021.4
83.3,295.72,4036.2
83.3,297.71,4036.7
83.3,299.71,4053
83.3,301.71,4060.1
83.3,303.71,4041
83.3,305.71,3943.6
83.3,307.71,3966.2
83.3,309.71,4023.7
83.3,311.7,4091.9
83.3,313.7,4124.6
83.3,315.7,4137
83.3,317.7,4140.6
83.3,319.7,4112.1
83.3,321.7,4140.7
83.3,323.7,4133.3
83.3,325.7,4165.4
83.3,327.69,4189.2
83.3,329.69,4191.8
83.3,331.69,4201.1
83.3,333.69,4199.9
83.3,335.69,4207.8
83.3,337.69,4198.1
83.3,339.69,4219.2
83.3,341.68,4252.1
83.3,343.68,4239.5
83.3,345.68,4187.9
83.3,347.68,4119.8
83.3,349.68,4146.7
83.3,351.68,4197.3
83.3,353.68,4227.7
83.3,355.68,4253.5
83.3,357.67,4285.3
83.3,359.67,4301.2
83.3,361.67,4289.4
83.3,363.67,4168
83.3,365.67,4153.1
83.3,367.67,4067.7
83.3,369.67,4179.2
83.3,371.66,4097.3
83.3,373.66,4112.3
83.3,375.66,4208.5
83.3,377.66,4197.8
83.3,379.66,4163.3
83.3,381.66,4195.2
83.3,383.66,4206.5
83.3,385.65,4324.8
83.3,387.65,4344.2
83.3,389.65,4337.9
83.3,391.65,4156.2
83.3,393.65,4107.3
83.3,395.65,4146.3
83.3,397.65,4142.2
83.3,399.65,4128.9
83.3,401.64,4249.4
83.3,403.64,4293.2
83.3,405.64,4352.8
83.3,407.64,4277
83.3,409.64,4205.7
83.3,411.64,4194.3
83.3,413.64,4211.6
83.3,415.63,4167.2
83.3,417.63,4129
83.3,419.63,4128.5
83.3,421.63,4128.4
83.3,423.63,4235.7
83.3,425.63,4234.4
83.3,427.63,4207.4
83.3,429.62,4245.3
83.3,431.62,4108.8
83.3,433.62,4032.9
83.3,435.62,4112.3
83.3,437.62,4182.4
83.3,439.62,4105.3
83.3,441.62,4051.7
83.3,443.61,4161.4
83.3,445.61,4160.2
83.3,447.61,4167.4
83.3,449.61,4241.1
83.3,451.61,4216.5
83.3,453.61,4219.3
83.3,455.61,4256.3
83.3,457.6,4127.1
83.3,459.6,4210.8
83.3,461.6,4200
83.3,463.6,4220.2
83.3,465.6,4242.1
83.3,467.6,4162.9
83.3,469.6,4291.8
83.3,471.59,4241.1
83.3,473.59,4302.2
83.3,475.59,4176.5
83.3,477.59,4131.4
83.3,479.59,4127.8
83.3,481.59,4091.2
83.3,483.59,4230.5
83.3,485.58,4265.3
83.3,487.58,4259.2
83.3,489.58,4243.4
83.3,491.58,4224.5
83.3,493.58,4131.2
83.3,495.58,4096.7
83.3,497.57,4090.3
83.3,499.57,4125
83.3,501.57,4099.1
83.3,503.57,4198.9
83.3,505.57,4324
83.3,507.57,4236.2
83.3,509.57,4278.1
83.3,511.56,4210.2
83.3,513.56,4181.4
83.3,515.56,4270.5
83.3,517.56,4235.6
83.3,519.56,4242.7
83.3,521.56,4193.3
83.3,523.56,4195.7
83.3,525.55,4218.9
83.3,527.55,4199.2
83.3,529.55,4256
83.3,531.55,4273.9
83.3,533.55,4251.6
83.3,535.55,4325.2
83.3,537.55,4261.3
83.3,539.54,4232.6
83.3,541.54,4310.6
83.3,543.54,4299.4
83.3,545.54,4285.5
83.3,547.54,4257.5
83.3,549.54,4223.5
86.7,0,23.2
86.7,1.96,19.1
86.7,3.92,20.1
86.7,5.88,12.2
86.7,7.84,0
86.7,9.8,0
86.7,11.76,0
86.7,13.73,0.2
86.7,15.69,29.7
86.7,17.65,15.5
86.7,19.61,28.5
86.7,21.57,212.2
86.7,23.53,381.7
86.7,25.49,558.6
86.7,27.45,673.3
86.7,29.41,669.7
86.7,31.37,641.6
86.7,33.33,649.4
86.7,35.29,749.5
86.7,37.25,796.8
86.7,39.22,854.7
86.7,41.21,873.2
86.7,43.2,899.6
86.7,45.19,902
86.7,47.19,902
86.7,49.18,903
86.7,51.17,903.2
86.7,53.17,904
86.7,55.16,903
86.7,57.15,903
86.7,59.14,903
86.7,61.14,903.4
86.7,63.13,902
86.7,65.12,902.1
86.7,67.12,901.1
86.7,69.11,901
86.7,71.1,901.4
86.7,73.1,884.2
86.7,75.09,780.6
86.7,77.03,642.2
86.7,78.98,656.5
86.7,80.93,275.1
86.7,82.87,199.4
86.7,84.82,172.6
86.7,86.77,153.3
86.7,88.71,206.6
86.7,90.66,297.8
86.7,92.6,391.5
86.7,94.55,473
86.7,96.5,470
86.7,98.44,349.3
86.7,100.39,244.7
86.7,102.33,398.6
86.7,104.28,624.9
86.7,106.23,1142.7
86.7,108.17,1620.5
86.7,110.12,1666.5
86.7,112.07,1653.6
86.7,114.02,1654.1
86.7,115.98,1623.9
86.7,117.93,1556.5
86.7,119.89,1352
86.7,121.85,1183
86.7,123.8,1057.8
86.7,125.76,996.4
86.7,127.71,931.5
86.7,129.67,809.4
86.7,131.63,669.5
86.7,133.58,533.7
86.7,135.54,390.9
86.7,137.49,122.6
86.7,139.45,103.5
86.7,141.41,99.4
86.7,143.36,94.1
86.7,145.32,85.5
86.7,147.27,79.7
86.7,149.23,80.1
86.7,151.17,73.6
86.7,153.1,79.7
86.7,155.04,93.7
86.7,156.98,103.8
86.7,158.91,257
86.7,160.85,399.7
86.7,162.79,371
86.7,164.72,102.1
86.7,166.66,103.2
86.7,168.59,200.5
86.7,170.53,258.5
86.7,172.47,334.9
86.7,174.4,453.1
86.7,176.34,704.8
86.7,178.28,946.6
86.7,180.21,1069.5
86.7,182.15,1203.8
86.7,184.08,1182.2
86.7,186.02,1190.2
86.7,187.95,1162.4
86.7,189.87,1132.5
86.7,191.8,1123.5
86.7,193.73,1107.6
86.7,195.65,1097.7
86.7,197.58,1114.4
86.7,199.5,1053.5
86.7,201.43,885.2
86.7,203.36,485.9
86.7,205.28,579.8
86.7,207.21,569.8
86.7,209.13,455.6
86.7,211.06,488.4
86.7,212.99,565
86.7,214.91,643.3
86.7,216.84,716
86.7,218.77,789.2
86.7,220.69,763
86.7,222.62,707.1
86.7,224.54,842.9
86.7,226.47,940.8
86.7,228.4,945.8
86.7,230.32,1344.4
86.7,232.25,1695.1
86.7,234.21,2269.1
86.7,236.17,2874.2
86.7,238.13,3412.5
86.7,240.09,3888.6
86.7,242.05,3920.7
86.7,244.01,3928.6
86.7,245.98,3904.8
86.7,247.94,3932.8
86.7,249.9,3909.3
86.7,251.86,3849.1
86.7,253.82,3753.9
86.7,255.78,3756.5
86.7,257.74,3689
86.7,259.7,3729.9
86.7,261.66,3801.8
86.7,263.63,3836.1
86.7,265.59,3838.2
86.7,267.55,3829.9
86.7,269.51,3769.2
86.7,271.47,3727.9
86.7,273.43,3740.1
86.7,275.39,3787.7
86.7,277.35,3812.9
86.7,279.31,3822.4
86.7,281.28,3832.7
86.7,283.24,3839.2
86.7,285.2,3820.7
86.7,287.16,3808.5
86.7,289.12,3797.6
86.7,291.08,3788.9
86.7,293.04,3775.9
86.7,295,3782.2
86.7,296.96,3781.5
86.7,298.96,3668
86.7,300.96,3767.8
86.7,302.96,3761.6
86.7,304.96,3780.5
86.7,306.96,3782.1
86.7,308.96,3753.3
86.7,310.96,3786.8
86.7,312.95,3812.6
86.7,314.95,3894.2
86.7,316.95,3866.7
86.7,318.95,3876.4
86.7,320.95,3891.3
86.7,322.95,3898.1
86.7,324.95,3915.2
86.7,326.94,4023.7
86.7,328.94,4078.8
86.7,330.94,4124.4
86.7,332.94,4131.5
86.7,334.94,4128
86.7,336.94,4114.3
86.7,338.94,4126.9
86.7,340.93,4149.4
86.7,342.93,4221.9
86.7,344.93,4123.6
86.7,346.93,4044.2
86.7,348.93,4142.4
86.7,350.93,4181
86.7,352.93,4161.2
86.7,354.92,4143.6
86.7,356.92,4146.9
86.7,358.92,4120.8
86.7,360.92,4129.4
86.7,362.92,4134.1
86.7,364.92,4131.1
86.7,366.92,4103.1
86.7,368.91,4080
86.7,370.91,4031.7
86.7,372.91,4048.2
86.7,374.91,4084.3
86.7,376.91,4160.6
86.7,378.91,4285
86.7,380.91,4345.2
86.7,382.9,4348
86.7,384.9,4338
86.7,386.9,4364.9
86.7,388.9,4344.2
86.7,390.9,4278.9
86.7,392.9,4327.3
86.7,394.9,4380
86.7,396.89,4422.2
86.7,398.89,4400
86.7,400.89,4394.2
86.7,402.89,4330.5
86.7,404.89,4337.9
86.7,406.89,4369
86.7,408.89,4382.3
86.7,410.88,4131.1
86.7,412.88,4318.4
86.7,414.88,4398.8
86.7,416.88,4399.6
86.7,418.88,4341.9
86.7,420.88,4199.9
86.7,422.88,4139.6
86.7,424.87,4088
86.7,426.87,4169.7
86.7,428.87,4267.4
86.7,430.87,4331.4
86.7,432.87,4287.9
86.7,434.87,4317
86.7,436.86,4222.2
86.7,438.86,4143.1
86.7,440.86,4222.1
86.7,442.86,4081.8
86.7,444.86,4132.1
86.7,446.86,4096.2
86.7,448.86,4094
86.7,450.85,4135.1
86.7,452.85,3954.7
86.7,454.85,4062.6
86.7,456.85,4108.1
86.7,458.85,4150.7
86.7,460.85,4145.1
86.7,462.85,4272.9
86.7,464.84,4172.2
86.7,466.84,4026.8
86.7,468.84,4046.6
86.7,470.84,4064.5
86.7,472.84,4067.3
86.7,474.84,4095
86.7,476.83,4110
86.7,478.83,4181.8
86.7,480.83,4261.5
86.7,482.83,4123
86.7,484.83,4235.1
86.7,486.83,4222.8
86.7,488.83,4217.1
86.7,490.82,4170.4
86.7,492.82,4194.8
86.7,494.82,4207.9
86.7,496.82,4163.2
86.7,498.82,4164.7
86.7,500.82,4147.8
86.7,502.82,4074.8
86.7,504.81,3856.6
86.7,506.81,3830.9
86.7,508.81,4011.9
86.7,510.81,4116.7
86.7,512.81,4167.7
86.7,514.81,4126.9
86.7,516.8,4074.4
86.7,518.8,4134.2
86.7,520.8,4137.1
86.7,522.8,4168.1
86.7,524.8,3830.3
86.7,526.8,4105.6
86.7,528.8,4191.7
86.7,530.79,4204.9
86.7,532.79,4177.8
86.7,534.79,4174.9
86.7,536.79,3878.6
86.7,538.79,3438.8
86.7,540.79,3538.4
86.7,542.78,3925.9
86.7,544.78,4083
86.7,546.78,4074.5
86.7,548.78,4047.5
86.7,550.78,4054
86.7,552.78,4062.6
86.7,554.78,4080.9
86.7,556.77,4087.6
86.7,558.77,4094.9
86.7,560.77,4125
86.7,562.77,4103.7
86.7,564.77,4072
86.7,566.77,4048.1
86.7,568.76,4039.8
86.7,570.76,4030.5
86.7,572.76,4054.1
86.7,574.76,4076.5
86.7,576.76,4092.9
86.7,578.76,4084.5
86.7,580.76,4081.1
86.7,582.75,4084.8
86.7,584.75,4060.3
86.7,586.75,3961.3
86.7,588.75,4074.3
86.7,590.75,4103
86.7,592.75,3989.7
90,0,38.7
90,1.99,52.4
90,3.97,71.5
90,5.96,151.3
90,7.95,283
90,9.94,397.6
90,11.92,513.7
90,13.91,631
90,15.9,681.1
90,17.88,703.7
90,19.87,712.6
90,21.86,694.7
90,23.85,673.4
90,25.83,655.9
90,27.82,624.2
90,29.81,609.8
90,31.8,595.6
90,33.72,562.7
90,35.64,463.4
90,37.56,523.2
90,39.49,671.5
90,41.41,744.8
90,43.33,747.9
90,45.26,775.6
90,47.18,770.6
90,49.1,800.5
90,51.03,825.2
90,52.95,793.2
90,54.87,804.8
90,56.8,814
90,58.72,644.5
90,60.64,380.7
90,62.57,282.7
90,64.49,299
90,66.41,577.8
90,68.39,990
90,70.37,1127.9
90,72.35,1135.1
90,74.33,1140.3
90,76.3,1147.6
90,78.28,1158.5
90,80.26,1168.6
90,82.24,1179.7
90,84.22,1188.2
90,86.2,1209.7
90,88.17,1218.8
90,90.15,1232.4
90,92.13,1237.7
90,94.11,1239.7
90,96.09,1246.7
90,98.07,1257.9
90,100.04,1262.5
90,102.02,1245.4
90,104,1202.4
90,105.95,503.8
90,107.91,233.1
90,109.86,299.5
90,111.81,308.2
90,113.76,408.1
90,115.72,653.1
90,117.67,1016.3
90,119.62,1220
90,121.57,1352.6
90,123.53,1386.4
90,125.48,1388.2
90,127.43,1334
90,129.38,1376.3
90,131.34,1550.4
90,133.29,1634
90,135.24,1655.4
90,137.2,1641.7
90,139.15,1706.2
90,141.1,1699.6
90,143.05,1665.7
90,144.99,1649.7
90,146.94,1645.8
90,148.89,1629.9
90,150.83,1643.2
90,152.78,1625.2
90,154.72,1582.6
90,156.67,1527.1
90,158.62,1447.5
90,160.56,1260.9
90,162.51,1043.5
90,164.45,868.1
90,166.4,625.3
90,168.35,474.1
90,170.29,425.9
90,172.24,320.7
90,174.18,301.4
90,176.13,310.2
90,178.08,320.9
90,180.02,546
90,181.97,734.2
90,183.91,709.4
90,185.86,645.6
90,187.81,650.1
90,189.75,704.1
90,191.7,885.8
90,193.64,1047.7
90,195.59,1199.5
90,197.54,1224.7
90,199.48,1314.1
90,201.43,1228
90,203.37,648.7
90,205.32,628
90,207.27,572.1
90,209.21,548.7
90,211.16,900.4
90,213.1,1055.8
90,215.05,1008.1
90,216.98,873.7
90,218.9,334.9
90,220.83,322.9
90,222.76,666.5
90,224.68,1013.3
90,226.61,1199.3
90,228.53,1274.9
90,230.46,1328
90,232.39,1389.4
90,234.31,1370.2
90,236.24,1542.1
90,238.16,1502.8
90,240.09,1528.3
90,242.02,1585.7
90,243.94,1573.6
90,245.87,1348.1
90,247.79,1210.1
90,249.72,1036.7
90,251.65,938.4
90,253.57,897.6
90,255.5,1005.2
90,257.42,1174.4
90,259.35,1464
90,261.28,1522.5
90,263.24,1702.1
90,265.2,2155.6
90,267.16,2205.8
90,269.12,2403.2
90,271.08,2650.2
90,273.04,2771.3
90,275,3218
90,276.96,3215.7
90,278.92,3297.9
90,280.89,3319.4
90,282.85,3439.9
90,284.81,3698.2
90,286.77,3752
90,288.73,3810.3
90,290.69,3853.4
90,292.65,3859.6
90,294.61,3854.4
90,296.57,3853
90,298.53,3851.1
90,300.5,3839.6
90,302.46,3837.1
90,304.42,3836.4
90,306.38,3842.6
90,308.34,3839.8
90,310.3,3839
90,312.26,3840.6
90,314.22,3831.9
90,316.18,3828
90,318.14,3822.6
